HoodName,Polygon Center point Latitude,Polygon Center point Longitude
996.2376132999999,43.70684139661788,-79.58985909224663
206.1135371,43.77661268386107,-79.45588491397139
342.9061294,43.72679305029319,-79.26005775400968
400.6137061,43.70135432733557,-79.54753694878926
190.35532990000002,43.79808390682083,-79.37966461649806
384.83540489999996,43.73879258006069,-79.44623415485607
279.7893351,43.68626964447209,-79.46671362641993
324.05361610000006,43.70536664144051,-79.31654490190982
212.7875165,43.69865694462527,-79.33597977749388
63.49206349,43.68055642967274,-79.40599400976527
421.20684919999997,43.65379067376371,-79.39685231969354
170.39000380000002,43.65362071710214,-79.50930974831068
229.71607090000003,43.660212333626454,-79.4883185630963
211.99748739999998,43.694287533914256,-79.41287179700987
433.5564255,43.77064797608088,-79.34367819177136
229.77554849999999,43.673366926840934,-79.40245094703022
183.97571519999997,43.688207298585034,-79.45908107099694
263.89444219999996,43.69257063213302,-79.51866910345962
263.98182819999994,43.64641959065615,-79.44042687355841
256.4401445,43.66270328294147,-79.39571490786265
305.7283845,43.80161791909544,-79.3594573639549
221.9382608,43.686486380936394,-79.50278897924854
331.17403010000004,43.76231708616372,-79.28056136373475
132.9198051,43.66675094145512,-79.516821480391
170.6900756,43.66648970507318,-79.4419517756713
312.7708482,43.78525352933383,-79.4336725334788
226.9366107,43.631736064674385,-79.41485686962882
179.9806175,43.69296001616324,-79.47227783062486
116.58760149999999,43.65848582374788,-79.46751461267206
111.11522649999999,43.64115768290679,-79.4680870201609
168.53932580000003,43.791462703280594,-79.17271358269181
190.7668829,43.66947674955802,-79.3745217527955
411.830775,43.70050890323918,-79.28070305535948
140.78092,43.68107223747044,-79.3766710853853
246.04569419999999,43.68900241830657,-79.43806451770031
474.1222108,43.755121916710415,-79.30238315434586
198.27107619999998,43.74303068705387,-79.24565982791185
178.0063291,43.72341843287475,-79.5470211834737
99.99062588,43.8060426570541,-79.25940936052505
306.02804069999996,43.78980359170547,-79.2651469926624
242.42424240000003,43.723656676594565,-79.44049199354676
169.0533015,43.65920203176406,-79.58251694221977
109.40032409999999,43.79146075962066,-79.30965997086446
128.4581884,43.73861871221837,-79.3486198218693
188.7840089,43.77158387634646,-79.45537668783507
348.7164268,43.606948943985714,-79.54475236452427
162.05067769999997,43.66053029752886,-79.35800550708896
201.7403872,43.75587563652733,-79.2520504481206
278.448876,43.68876246373215,-79.26281757831052
139.3328416,43.67292953365781,-79.45557094517008
429.2712489,43.7332057365817,-79.49492785587493
82.52770573,43.65908348256849,-79.49847380318013
247.24061809999998,43.66023135711502,-79.3889976378745
281.9307988,43.765906932092456,-79.51399808594347
260.7252904,43.765204458649166,-79.40026277787294
350.01750089999996,43.77143872155019,-79.42496895113489
162.582743,43.79997967464509,-79.15554274319398
229.06662250000002,43.74852193109394,-79.58215712003816
389.7723729,43.66968822057885,-79.36506666875671
142.3721389,43.7044342890533,-79.385994959541
103.0192567,43.703279445221455,-79.3935218243791
143.472023,43.67329403074564,-79.33778029443395
493.67202230000004,43.725829200797904,-79.56547995608726
351.56919910000005,43.683420732547724,-79.2994218651749
189.14020019999998,43.59196920742443,-79.5103111787762
145.6182155,43.65876902545068,-79.41799854967951
189.9774081,43.75416804925765,-79.3407653819111
381.92234249999996,43.71652930814343,-79.53157973014702
410.6776181,43.67926253332033,-79.35641603542628
220.12963190000002,43.68359599869401,-79.55781679398531
237.96168819999997,43.76593777832809,-79.2231984349122
383.4631516,43.693825089479986,-79.31184032334737
176.72007539999998,43.77330291029451,-79.37300224367742
187.64542519999998,43.73909019185999,-79.41654028938578
175.2555811,43.675757180538966,-79.49824610212266
105.4852321,43.73299025692759,-79.37092651388495
211.38811529999998,43.78220143765271,-79.35424628628377
343.22137779999997,43.70380144587382,-79.52219644291142
160.09487099999998,43.71416371924801,-79.40700531815587
247.4465621,43.703023860930955,-79.48576087015199
332.2825253,43.58843292717639,-79.53290779441221
103.7904264,43.803431597349345,-79.22232452217146
184.7006311,43.65535072293869,-79.43726812055006
172.4294401,43.7152847209787,-79.48558752911183
203.5938745,43.63259815346921,-79.57275447793074
102.49277059999999,43.814135680706016,-79.32173402576794
168.5077701,43.7285945311786,-79.40511822764577
163.1563334,43.70380985111713,-79.40446273989252
110.09174309999999,43.78233796550619,-79.209783109223
513.9291103999999,43.65639659911897,-79.36190629633653
143.9486214,43.64680747837852,-79.43287093043055
250.2023696,43.6758147267321,-79.3149510443344
182.7849784,43.79131953072997,-79.40485617821531
232.9113924,43.81738492521585,-79.27631698873451
410.4849587,43.78471866194911,-79.33569993745532
85.3450378,43.679008523228944,-79.4259141492588
208.82276169999997,43.697787347470474,-79.36288501532472
390.8252178,43.69592910607922,-79.45745941009318
137.84115690000002,43.61920720185178,-79.48234494390465
